"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"1",1886,1,12,37,25,26207,13.8955461293743,14,298,0.158006362672322,0,0,1886,1,0,0,0,1,1,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,111.323851891677,122.241564126119,172.522462305637,160.096845690351,120.054154447066,118.836021474972
"1",1867,1,16,31,23,26041,13.9480449919657,14,573,0.30690948044992,0,0,1867,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,2,0,82.8432254321378,117.281712129385,158.606431143255,154.418263168577,112.698713391059,109.370928495647
"1",1662,1,16,34,23,23174,13.9434416365824,14,519,0.312274368231047,0,0,1662,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,2,0,0,0,1,0,1,2,0,73.559499726412,116.391580451509,154.867685460848,158.104395890816,110.249716552924,108.07404868885
"1",1636,1,16,33,25,22871,13.9798288508557,14,524,0.320293398533007,0,0,1636,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,2,0,90.6311204829776,125.155902777296,161.130381989245,160.766912018612,116.679046962169,118.334272296744
"1",1733,1,12,42,27,24117,13.9163300634737,14,307,0.177149451817657,0,0,1733,1,0,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,2,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,89.0056178002265,126.846363763413,169.51991033504,170.716138662986,127.184904764677,123.454445039456
"1",1542,1,16,37,25,21551,13.9760051880674,14,303,0.196498054474708,0,0,1542,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,0,89.2188320927819,134.922199804183,172.026160801199,170.710280885482,125.522906276106,125.27170470621
"1",1519,1,16,40,26,21226,13.9736668861093,14,474,0.312047399605003,0,0,1519,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,2,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,3,0,93.7923237797209,135.38463723776,164.280248356277,166.898172548413,129.680376310373,125.570697218738
"1",1526,1,22,40,28,21299,13.9574049803408,14,317,0.207732634338139,0,0,1526,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,99.7797574661314,137.949266036467,165.65928890346,165.963851485798,133.304163475864,129.371557925226
"1",1510,1,22,29,22,21100,13.9735099337748,14,476,0.31523178807947,0,0,1510,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,64.1326749792959,113.123825960759,151.538773916117,153.892819845502,111.269942032878,105.33755265811
"2",3642,1,12,63,28,50844,13.9604612850082,14,520,0.14277869302581,0,0,3642,1,1,1,1,1,1,1,1,2,3,1,2,1,1,0,1,0,3,2,3,1,0,0,0,1,1,1,3,3,2,0,0,0,3,0,2,4,1,4,2,1,0,1,0,2,0,1,2,1,2,1,1,1,0,1,1,7,0,2,0,4,2,1,2,0,1,2,1,2,5,0,1,1,1,0,2,186.884991371699,182.909813842779,223.049321899888,223.459168529734,186.053755672924,168.466613903171
