"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8"
"4",49,1,2,5,5,66,1.3469387755102,2,11,0.224489795918367,1,0.0204081632653061,48,0.979591836734694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13.7113092008021,11.3137084989848,13.076696830622,3.16227766016838,15.4596248337403,17.3781471969828,17.2336879396141,14.9331845230681
"6",28,1,1,6,5,65,2.32142857142857,3,13,0.464285714285714,1,0.0357142857142857,27,0.964285714285714,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4899959967968,15.8745078663875,14.9331845230681,16.9705627484771,15,8.12403840463596,18.5741756210067,19.313207915828
"5",32,1,1,6,5,69,2.15625,3,8,0.25,0,0,32,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16.4620776331543,11.3578166916005,17.1464281994822,15.9059737205869,3.74165738677394,14.5258390463339,20.2484567313166,16.9705627484771
"3",62,1,2,5,5,79,1.2741935483871,2,10,0.161290322580645,2,0.032258064516129,60,0.967741935483871,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.3578166916005,13.3790881602597,2.82842712474619,13.076696830622,17.1464281994822,15.8429795177549,16.3095064303001,16.8522995463527
"8",117,1,1,8,6,204,1.74358974358974,3,11,0.094017094017094,0,0,117,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17.832554500127,16.4924225024706,17,15.2970585407784,17,19.94993734326,18.8944436276912,4.12310562561766
"7",81,1,1,8,6,140,1.72839506172839,3,13,0.160493827160494,2,0.0246913580246914,79,0.975308641975309,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,16.6733320005331,17.6635217326557,16.3401346383682,17.2046505340853,20.2731349327133,18.5472369909914,4.35889894354067,18.8414436814168
"2",34,1,3,3,3,41,1.20588235294118,2,9,0.264705882352941,1,0.0294117647058824,33,0.970588235294118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6491106406735,2,13.228756555323,11.13552872566,11.2694276695846,16.5529453572468,17.6918060129541,16.2172747402269
"5",36,1,1,6,5,79,2.19444444444444,3,12,0.333333333333333,1,0.0277777777777778,35,0.972222222222222,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16.4012194668567,11.2694276695846,17.2626765016321,15.5884572681199,2.82842712474619,14.247806848775,20.4450483002609,17.2046505340853
"6",30,1,1,6,5,66,2.2,3,8,0.266666666666667,0,0,30,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8743420870379,16.4620776331543,16.062378404209,17.2916164657906,14.9666295470958,6.2449979983984,18.3303027798234,19.4422220952236
"6",31,1,1,6,5,68,2.19354838709677,3,11,0.354838709677419,1,0.032258064516129,30,0.967741935483871,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2249721603218,16.5529453572468,16.1554944214035,17.606816861659,14.7309198626562,4.69041575982343,18.411952639522,19.8746069143518
"1",35,1,3,3,3,45,1.28571428571429,2,10,0.285714285714286,0,0,35,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12310562561766,12.6095202129185,11.7473401244707,13.6014705087354,16.5529453572468,11.7898261225516,16.6132477258361,17.4928556845359
"5",36,1,1,6,5,79,2.19444444444444,3,10,0.277777777777778,1,0.0277777777777778,35,0.972222222222222,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16.4012194668567,11.2694276695846,17.2626765016321,15.5884572681199,3.46410161513775,14.7309198626562,20.0997512422418,16.7928556237467
"6",33,1,1,6,5,74,2.24242424242424,3,10,0.303030303030303,0,0,33,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.328828005938,16.3707055437449,16.7630546142402,17.4355957741627,14.247806848775,6.16441400296898,18.7882942280559,19.8746069143518
"2",42,1,3,3,3,49,1.16666666666667,2,9,0.214285714285714,1,0.0238095238095238,41,0.976190476190476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4899959967968,4.24264068711928,13.228756555323,11.916375287813,11.8743420870379,16.4924225024706,17.6918060129541,16.0312195418814
