"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3"
"1",41,1,82,44,43,1378,33.609756097561,35,10,0.24390243902439,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,42.0119030752,51.3419906119737,52.3927475897189
"1",52,1,1,38,38,1782,34.2692307692308,35,29,0.557692307692308,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,42,36.8917334913934,27.5680975041804
"1",39,1,64,43,41,1312,33.6410256410256,35,10,0.256410256410256,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,41.6653333119993,48.5283422342037,46.776062254106
"1",49,1,1,39,39,1676,34.2040816326531,35,27,0.551020408163265,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,42.8368999812078,37.1214223865412,27.9463772249642
"2",63,1,11,56,48,2147,34.0793650793651,35,13,0.206349206349206,0,0,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,52.7067358124178,42.9301758673314,51.2054684579684
"2",65,1,77,62,48,2189,33.6769230769231,35,10,0.153846153846154,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,54.157178656204,43.058100283222,41.1217703899042
"2",60,1,28,56,50,2044,34.0666666666667,35,10,0.166666666666667,0,0,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,1,41.8688428309166,38.1575680566778,43.6004587131833
"2",51,1,8,53,43,1696,33.2549019607843,35,11,0.215686274509804,0,0,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,1,43.3012701892219,33.0454232837166,40.2119385257662
"2",60,1,68,65,51,2005,33.4166666666667,35,8,0.133333333333333,0,0,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,47.0425339453563,43.7492857084547,38.6910842443062
"2",79,1,6,52,46,2709,34.2911392405063,35,16,0.20253164556962,0,0,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,1,41.6173040933696,39.5347948015416,44.3170396123207
"2",64,1,70,51,43,2167,33.859375,35,12,0.1875,0,0,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,46.1627555503352,43.6348484585429,46.5725240887801
"2",49,1,8,53,47,1653,33.734693877551,35,11,0.224489795918367,0,0,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,53.497663500381,43.5775171390018,44.4747119158742
"2",65,1,6,54,48,2214,34.0615384615385,35,11,0.169230769230769,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,52.2972274599715,44.698993277254,41.7731971484108
"3",66,1,71,85,66,2177,32.9848484848485,35,5,0.0757575757575758,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,50.1497756724793,42.7784992724149,38.9743505398102
"3",41,1,68,59,48,1360,33.1707317073171,35,8,0.195121951219512,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,49.3963561409139,39.2810386828047,28.9827534923789
