"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"3",1671,1,13,41,27,19995,11.9658886894075,12,491,0.293836026331538,0,0,1671,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,170.067633604987,172.21498192666,118.148212005091,201.275930006546,168.255757702374,176.847391838274
"3",1328,1,12,33,22,15890,11.9653614457831,12,461,0.347138554216867,0,0,1328,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,0,155.428440125995,160.071858863449,82.2192191643779,190.323408964846,161.687971104841,167.570880525227
"5",1972,1,12,36,23,27532,13.9614604462475,14,382,0.193711967545639,0,0,1972,1,0,1,0,0,1,1,1,1,2,0,1,1,1,2,1,1,0,1,0,1,1,0,1,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,2,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,2,2,0,1,1,1,1,1,1,112.285350780946,122.339691024622,160.94098297202,165.502265845516,94.841973830156,120.871832947135
"3",1679,1,12,44,23,20012,11.9189994044074,12,430,0.256104824300179,0,0,1679,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,173.856262469892,171.647895413838,105.981130395934,198.138840210596,169.867595497199,176.385940482795
"4",1354,1,22,33,22,16215,11.9756277695716,12,445,0.328655834564254,0,0,1354,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,2,1,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,1,0,1,1,1,0,0,0,1,2,1,1,0,1,1,1,2,0,0,0,1,0,0,0,159.699718221417,157.54047099079,197.038067388005,88.9100669215809,163.281964711354,164.395863694924
"1",1869,1,10,37,27,26106,13.9678972712681,14,555,0.296950240770466,0,0,1869,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,1,1,0,0,1,0,80.7650914690252,128.210763978693,166.231765917348,160.524141486569,113.789278932595,118.764472802265
"5",1909,1,7,38,26,26475,13.8685175484547,14,623,0.326348873755893,0,0,1909,1,0,0,0,0,1,1,0,1,2,0,1,1,1,1,1,2,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,109.370928495647,123.462544927601,158.745078663875,158.930802552557,104.761634198785,113.23427043082
"6",1679,1,12,46,25,23335,13.8981536628946,14,315,0.187611673615247,0,0,1679,1,1,1,1,1,1,1,1,1,3,2,0,1,1,4,1,2,0,1,1,2,1,1,5,0,3,1,5,0,0,0,3,0,1,0,0,1,2,1,1,1,0,0,3,0,1,1,2,1,2,1,0,1,1,0,1,1,1,0,1,1,2,2,1,1,1,1,0,4,1,0,0,1,3,0,1,133.660016459673,135.882302011704,168.401306408234,165.969876784915,124.112851872802,119.745563592143
"1",1840,1,16,51,30,25709,13.9722826086957,14,566,0.307608695652174,0,0,1840,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,2,2,1,0,3,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,4,0,0,1,1,0,2,2,1,117.885537705013,130.353365894403,167.979165374757,159.474135833997,129.174300849666,129.123971438304
"4",5548,1,21,87,26,66357,11.9605263157895,12,577,0.104001441961067,0,0,5548,1,1,1,1,1,1,0,0,1,6,3,0,0,0,4,1,0,3,0,1,0,1,0,9,1,0,1,9,1,3,1,5,1,0,2,0,3,3,0,0,1,1,1,0,0,0,0,7,0,5,0,1,7,3,3,1,1,0,0,0,1,6,1,1,2,1,1,3,12,2,0,0,3,0,0,1,204.423579853206,209.150663398422,239.497390382442,169.581838650252,211.437934155629,210.710702148704
"2",1547,1,12,48,27,21602,13.9638009049774,14,184,0.118939883645766,0,0,1547,1,1,1,1,1,1,1,1,0,2,1,0,1,1,2,1,2,2,1,1,2,1,0,1,0,3,1,1,0,1,0,2,0,1,1,1,1,1,0,0,1,0,0,3,1,0,0,0,1,2,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,4,1,0,0,1,1,0,1,146.686741050444,129.228479833201,177.237129292933,183.94564414522,152.787434038274,137.648102057384
"5",1673,1,10,38,23,19920,11.9067543335326,12,292,0.174536760310819,0,0,1673,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,1,1,1,2,1,0,174.839926790193,179.058649609562,121.288911282112,204.821873831874,154.492718275005,175.051421016797
"3",1350,1,22,38,23,16162,11.9718518518519,12,421,0.311851851851852,0,0,1350,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,173.355126835061,168.555628799515,108.295890965447,196.017856329468,167.071840835013,178.986032974643
"4",1689,1,12,33,21,20222,11.9727649496744,12,499,0.295441089402013,0,0,1689,1,1,1,1,1,1,0,0,1,3,1,1,0,0,3,1,0,1,1,1,0,1,0,2,1,0,1,2,1,0,0,2,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,3,0,0,0,0,0,0,1,159.58383376771,162.197410583523,192.828939736752,77.3175271203108,156.81198933755,163.177817119852
"3",3508,1,12,66,25,41958,11.960661345496,12,518,0.147662485746864,0,0,3508,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,7,2,0,2,0,0,0,0,0,3,1,2,1,1,1,1,2,0,0,0,0,2,1,1,0,12,0,0,0,2,4,0,0,221.189963605947,215.88422823356,187.773800089363,249.435362368691,220.15449121015,206.608325098482
"1",1900,1,12,36,23,26558,13.9778947368421,14,402,0.211578947368421,0,0,1900,1,0,1,0,0,1,1,1,1,3,1,1,1,1,3,1,2,0,1,0,2,1,0,0,1,3,1,0,1,0,0,2,0,1,1,1,1,1,0,0,1,1,1,2,1,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,3,0,0,1,1,0,0,1,0,101.311401135312,106.465957000348,163.438061662515,159.395733945423,111.71839597846,101.97058399362
