"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"1",1864,1,16,52,28,25998,13.9474248927039,14,296,0.158798283261803,0,0,1864,1,0,1,0,0,1,1,1,1,2,0,1,1,1,2,1,2,0,1,0,2,1,0,2,1,3,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,1,1,2,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,0,1,1,1,0,2,2,1,119.172144396247,127.925759720238,169.493362701906,175.496438710305,132.668760452489,125.459156700498
"1",1863,1,12,34,23,26013,13.962962962963,14,713,0.382716049382716,0,0,1863,1,0,1,0,0,1,1,1,1,2,0,1,1,1,2,1,1,0,1,0,1,1,0,1,1,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,2,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,2,0,0,1,1,0,1,1,0,86.4812118323974,109.42577392918,154.580076335859,153.009803607481,104.048065815757,106.202636502113
"1",1629,1,22,32,23,22641,13.8987108655617,14,465,0.285451197053407,0,0,1629,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,89.397986554508,131.814263264641,160.611332103311,172.206271662794,134.32423459674,125.578660607605
"1",1583,1,16,38,25,22118,13.9722046746684,14,302,0.190777005685407,0,0,1583,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0,1,1,0,1,1,0,81.5414005275848,129.622528906051,166.315964357003,167.720004769854,127.616613338546,121.099132944873
"1",1565,1,10,43,28,21865,13.9712460063898,14,337,0.215335463258786,0,0,1565,1,0,1,0,0,1,1,1,1,2,0,1,1,1,0,1,1,0,1,0,1,0,0,2,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,2,1,0,105.214067500501,137.116738584317,171.382612887072,166.952088935718,128.751699017916,132.317799256185
"1",1663,1,12,38,23,23236,13.9723391461215,14,453,0.272399278412507,0,0,1663,1,0,1,0,0,1,1,1,1,3,0,1,1,1,3,1,2,0,1,0,2,1,0,0,1,3,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,1,1,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,3,0,0,1,1,0,0,1,0,89.1571646027396,119.046209515465,166.315964357003,163.156366716105,111.651242715878,114.013157135482
"1",1671,1,15,37,25,23320,13.9557151406344,14,407,0.243566726511071,0,0,1671,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,1,0,0,1,1,0,0,0,1,1,1,2,1,1,1,0,0,3,0,0,1,1,0,1,1,0,96.1665222413705,126.676753984304,169.428450975626,163.196200936174,121.527774603175,115.689238911837
"1",1706,1,16,44,26,23788,13.9437280187573,14,529,0.310082063305979,0,0,1706,1,0,1,0,0,1,1,1,1,2,0,1,1,1,1,1,1,0,2,1,1,1,0,1,2,2,1,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,1,1,0,1,2,0,97.5909831900468,127.385242473373,163.30339861742,163.459475100099,128.813819134439,120.863559437905
"1",1680,1,22,28,20,23446,13.9559523809524,14,503,0.299404761904762,0,0,1680,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,1,0,0,1,1,0,0,0,1,0,1,2,1,1,1,0,0,1,0,0,1,1,0,1,1,0,64.1326749792959,107.684725007774,152.980390900272,154.40207252495,104.220919205311,96.0156237286412
"1",1579,1,15,43,27,22037,13.9563014566181,14,445,0.281823939202027,0,0,1579,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,2,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,1,1,0,2,2,0,102.200782775867,137.17871555019,169.738033451551,167.654406443732,131.293564198707,125.071979275935
