"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"1",1906,1,12,44,27,26565,13.9375655823715,14,515,0.270199370409234,0,0,1906,1,0,0,0,1,1,1,1,3,0,1,0,1,1,3,3,0,1,1,1,0,0,1,3,0,0,0,0,0,1,1,3,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,1,115.36463929645,128.681778041804,172.255624001076,177.124250174842,138.083308187485,126.546434165487
"1",1866,1,15,38,25,26073,13.9726688102894,14,511,0.27384780278671,0,0,1866,1,0,0,0,1,1,1,1,2,0,1,0,1,1,1,2,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,102.615788258922,117.055542371987,171.933126534708,168.03571049036,109.398354649419,113.106144837493
"1",1857,1,12,37,26,25961,13.9800753904146,14,646,0.347872913301023,0,0,1857,1,0,0,0,1,1,1,1,2,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,1,89.3867999203462,117.889779031093,163.594009670281,163.859696081739,114.603664862866,109.777046781192
"1",1946,1,7,41,27,27203,13.9789311408016,14,620,0.318602261048304,0,0,1946,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,2,97.9132268899356,119.837389824712,161.746715577164,162.070972107901,120.660681251185,111.382224793725
"1",1856,1,16,43,27,25939,13.9757543103448,14,570,0.307112068965517,0,0,1856,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,98.8888264668967,128.94572501638,165.462986797652,162.93250136176,123.979837070388,122.221111106061
"1",1798,1,16,40,25,25051,13.932703003337,14,568,0.315906562847608,0,0,1798,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,91.9238815542512,133.424135747623,166.021082998516,164.474922100605,127.035428129321,126.866071114384
"1",1916,1,12,37,24,26613,13.8898747390397,14,634,0.330897703549061,0,0,1916,1,0,0,0,1,1,1,1,3,0,1,0,1,1,2,2,0,1,2,1,1,0,0,2,1,1,0,0,1,0,1,1,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,1,1,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,1,100.806745806022,121.556571192182,161.012421881046,169.138996094928,120.258055863214,119.12598373151
"1",1593,1,16,33,25,22258,13.9723791588198,14,517,0.324544883866918,0,0,1593,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,80.9753048774748,118.384965261641,157.085963726872,157.413468292901,122.869849841204,112.791843676748
"1",1682,1,12,36,26,23506,13.9750297265161,14,487,0.289536266349584,0,0,1682,1,0,0,0,1,1,1,1,2,1,1,0,1,1,1,2,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,2,82.9337084664613,118.566437072217,163.098129970886,160.729586573226,115.082579046526,109.658560997307
"1",1656,1,31,39,25,23100,13.9492753623188,14,504,0.304347826086957,0,0,1656,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,87.1492971859211,124.775798935531,170.035290454658,163.177817119852,116.262633722104,116.1034021896
