"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5"
"1",239,1,51,93,46,6838,28.6108786610879,29,22,0.0920502092050209,0,0,239,1,1,1,1,1,2,2,2,3,3,2,2,2,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30.4302481094059,37.7624151769984,40.2243707222375,41.6173040933696,44.0681290730614
"1",243,1,49,76,42,6971,28.6872427983539,29,35,0.1440329218107,0,0,243,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.313207915828,31.6701752442262,35.9026461420325,37.6696164036747,40.3112887414927
"1",234,1,49,74,44,6712,28.6837606837607,29,42,0.179487179487179,0,0,234,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.0370116691915,34.3365694267788,36.9459064038223,37.1079506305589,40.8778668719394
"1",241,1,51,95,46,6894,28.6058091286307,29,38,0.157676348547718,0,0,241,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.6373699895098,32.4191301548947,37.3764631820615,40.5092582010582,42.0594816896262
"1",229,1,49,72,42,6569,28.6855895196507,29,50,0.218340611353712,0,0,229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.0748598998847,31.7017349682947,34.9141805001922,37.1348892552543,38.4837628097877
"1",232,1,51,81,44,6647,28.6508620689655,29,42,0.181034482758621,0,0,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.9332590941915,38.6264158316559,40.5709255502016,44.2492937796752,43.7264222181509
"1",223,1,51,74,43,6393,28.6681614349776,29,36,0.161434977578475,0,0,223,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.6053091109146,32.2335229225724,35.6510869399518,39.8622628559895,40.3608721412211
"2",217,1,25,69,43,6224,28.6820276497696,29,47,0.216589861751152,0,0,217,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.5576411921994,21.6333076527839,31.4006369362152,32.7108544675922,35.1567916624939
"2",200,1,49,69,41,5731,28.655,29,26,0.13,0,0,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.2490309931942,22.4499443206436,26.9072480941474,29.6310647800581,30.2324329156619
"2",202,1,49,72,41,5786,28.6435643564356,29,22,0.108910891089109,0,0,202,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.748949561287,20.2237484161567,29.7153159162073,31.224989991992,33.570820663189
