"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"1",1952,1,15,51,28,27091,13.8785860655738,14,239,0.122438524590164,0,0,1952,1,0,0,1,0,1,1,1,3,1,1,1,1,0,1,1,2,1,1,1,1,0,0,1,1,1,1,0,1,1,1,3,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,0,4,2,0,0,117.923704148063,130.184484482599,175.872112627329,170.563771065253,133.701159306866,134.272111773071
"1",1764,1,12,40,24,24656,13.9773242630385,14,260,0.147392290249433,0,0,1764,1,0,0,1,0,1,1,1,3,1,2,1,1,0,1,1,3,1,1,2,1,0,0,1,1,2,2,0,1,1,1,3,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,2,1,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,104.403065089105,120.797350964332,168.626806884315,163.670400500518,115.334296720447,116.004310264748
"1",1751,1,16,48,30,24434,13.9543118218161,14,461,0.263278126784694,0,0,1751,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,108.590975683986,133.0638944267,174.209643820312,163.156366716105,125.80143083447,127.636201761099
"1",1737,1,2,31,23,24088,13.8675877950489,14,608,0.350028785261946,0,0,1737,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,99.2018144995342,123.105645686946,154.583310871517,149.803204238094,122.543869695713,118.79393923934
"1",1683,1,19,33,24,23529,13.9803921568627,14,664,0.394533571004159,0,0,1683,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,79.4229186066591,115.784282180268,155.296490623581,156.300991679516,114.271606272074,105.389752822559
"1",1522,1,16,30,22,21278,13.9802890932983,14,514,0.337713534822602,0,0,1522,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,68.1028633759257,121.358971650225,160.371443842101,163.321768298044,119.205704561485,111.233987611701
"1",1480,1,10,40,26,20671,13.9668918918919,14,424,0.286486486486487,0,0,1480,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,2,0,1,1,1,1,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,107.093417164642,140.096395385463,168.315180539368,168.555628799515,133.592664469274,132.664991614216
"2",3077,1,12,58,23,42929,13.9515762105947,14,380,0.123496912577186,0,0,3077,1,1,1,1,1,1,1,1,7,1,6,1,1,2,0,1,7,1,1,6,0,1,1,1,1,6,4,0,0,0,1,7,4,1,0,0,1,2,1,0,2,3,1,0,1,0,3,0,0,6,1,2,1,1,1,7,0,3,0,1,0,1,11,1,2,1,0,1,1,3,1,2,2,2,0,0,178.518906561742,171.776016952309,215.930544388699,216.935474277491,179.36833611315,162.775919595006
"2",4469,1,12,100,28,62329,13.9469680017901,14,402,0.0899530096218393,0,0,4469,1,1,1,1,1,1,0,0,10,1,10,2,0,3,1,1,9,0,0,8,1,1,2,0,0,10,4,0,1,1,0,10,4,2,1,0,3,3,1,0,3,6,0,0,0,1,10,0,3,10,0,3,1,1,1,7,0,4,1,0,1,1,36,1,1,1,0,0,0,3,0,2,5,15,0,1,185.63674205286,181.435939107995,218.407875315887,212.755728477519,185.878992895916,189.187737446167
"2",1426,1,12,43,24,19838,13.9116409537167,14,149,0.104488078541374,0,0,1426,1,1,1,1,1,1,1,1,4,1,3,1,1,1,0,1,3,0,0,3,0,1,1,1,1,3,2,0,0,0,0,4,2,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,3,1,1,1,1,1,3,0,1,0,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,0,0,126.854247071196,114.934764105557,156.233799160105,162.326830807479,128.210763978693,130.472219265252
