"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"1",1847,1,22,49,28,25718,13.9242014076881,14,182,0.0985381700054142,0,0,1847,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,2,1,0,0,1,1,1,0,1,0,0,0,1,2,1,1,0,1,1,119.958326097024,133.476589707709,171.542997525402,179.025137899682,132.446215498971,133.330416634765
"1",1806,1,16,37,24,25228,13.968992248062,14,569,0.315060908084164,0,0,1806,1,0,0,0,1,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,81.0863737011343,117.995762635783,158.801763214393,162.058631365318,120.245582039425,111.821285987955
"1",1712,1,12,44,28,23916,13.9696261682243,14,472,0.275700934579439,0,0,1712,1,0,0,0,1,1,1,1,0,1,1,2,1,2,2,0,0,1,1,2,2,0,1,0,0,0,1,1,2,1,0,0,0,1,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,2,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,98.8584847142621,129.247823966208,162.941707368003,165.755844542508,122.764001238148,119.406867474195
"1",1663,1,2,27,21,23255,13.9837642814191,14,619,0.372218881539387,0,0,1663,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,65.8179306876173,106.583300755794,150.588844208328,151.28780519262,107.31262740237,100.603180864225
"1",1618,1,22,35,25,22600,13.9678615574784,14,625,0.38627935723115,0,0,1618,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,2,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,94.6572765295939,123.28828005938,164.155414165967,161.579701695479,119.3901168439,117.23054209548
"1",1733,1,16,36,25,24115,13.9151759953837,14,395,0.227928447778419,0,0,1733,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,93.7869927015468,128.382241762636,167.107749670684,166.793285236547,128.249756335051,121.782593173245
"1",1684,1,16,43,26,23356,13.8693586698337,14,398,0.236342042755344,0,0,1684,1,0,0,0,1,0,1,1,0,1,1,2,1,1,1,1,0,1,1,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,103.169763012231,134.327956881656,173.31762749357,173.562668797181,136.301137192615,130.111490653209
"1",1614,1,10,45,28,22448,13.908302354399,14,412,0.255266418835192,0,0,1614,1,0,0,0,1,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,2,0,1,0,0,0,1,0,1,1,0,100.702532242243,135.244223536534,173.493515728975,164.179779510146,127.941392832812,125.427269762201
"1",1551,1,12,35,24,21679,13.9774339136041,14,461,0.297227595099936,0,0,1551,1,0,0,0,1,1,1,1,0,1,1,2,1,1,2,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,86.7064011477815,126.791166884764,163.734541255045,166.210709642911,124.137021069462,124.559222862059
"2",3530,1,12,58,25,49257,13.9538243626062,14,392,0.111048158640227,0,0,3530,1,0,0,0,1,1,1,1,2,1,1,7,1,5,6,0,0,2,1,1,6,1,1,0,0,0,1,1,6,1,1,0,1,1,2,6,2,2,2,0,1,1,0,0,0,1,0,0,3,2,6,1,0,0,0,0,0,6,1,1,1,1,1,1,1,1,0,1,2,0,3,0,1,3,1,1,180.983424655409,178.21616088335,220.558382293668,217.607444725588,179.669140366397,168.718700801067
