"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"3",1671,1,13,41,27,19995,11.9658886894075,12,491,0.293836026331538,0,0,1671,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,3,0,0,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,170.067633604987,172.21498192666,118.148212005091,201.275930006546,171.108152932582,176.847391838274
"3",1328,1,12,33,22,15890,11.9653614457831,12,461,0.347138554216867,0,0,1328,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,155.428440125995,160.071858863449,82.2192191643779,190.323408964846,165.363236543072,167.570880525227
"5",1972,1,12,36,23,27532,13.9614604462475,14,382,0.193711967545639,0,0,1972,1,0,0,0,1,1,0,1,1,1,2,1,1,2,1,1,0,1,1,1,0,1,1,0,0,1,1,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,2,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,0,1,112.285350780946,122.339691024622,160.94098297202,165.502265845516,100.851375796268,120.871832947135
"3",1679,1,12,44,23,20012,11.9189994044074,12,430,0.256104824300179,0,0,1679,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,4,0,0,4,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,3,1,0,0,0,0,173.856262469892,171.647895413838,105.981130395934,198.138840210596,170.049992649221,176.385940482795
"4",1354,1,22,33,22,16215,11.9756277695716,12,445,0.328655834564254,0,0,1354,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,2,0,1,0,0,1,1,1,0,0,1,0,0,0,159.699718221417,157.54047099079,197.038067388005,88.9100669215809,159.652748175533,164.395863694924
"1",1869,1,10,37,27,26106,13.9678972712681,14,555,0.296950240770466,0,0,1869,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,0,1,1,1,0,1,80.7650914690252,128.210763978693,166.231765917348,160.524141486569,119.833217431562,118.764472802265
"5",1909,1,7,38,26,26475,13.8685175484547,14,623,0.326348873755893,0,0,1909,1,0,0,0,0,1,0,1,0,1,2,1,1,1,1,2,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,109.370928495647,123.462544927601,158.745078663875,158.930802552557,98.7674035297071,113.23427043082
"6",1679,1,12,46,25,23335,13.8981536628946,14,315,0.187611673615247,0,0,1679,1,1,1,1,1,1,2,1,1,1,3,1,1,4,1,2,0,5,0,1,1,5,1,0,0,2,0,1,3,2,0,0,3,1,1,1,1,1,0,0,0,1,0,1,1,2,1,3,1,1,0,1,1,0,0,4,2,1,1,1,1,1,2,0,1,1,0,0,1,0,3,0,2,1,1,1,133.660016459673,135.882302011704,168.401306408234,165.969876784915,118.321595661992,119.745563592143
"1",1840,1,16,51,30,25709,13.9722826086957,14,566,0.307608695652174,0,0,1840,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,2,1,1,0,3,1,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,4,0,1,2,2,1,0,0,0,117.885537705013,130.353365894403,167.979165374757,159.474135833997,129.637957404458,129.123971438304
"4",5548,1,21,87,26,66357,11.9605263157895,12,577,0.104001441961067,0,0,5548,1,1,1,1,1,1,3,0,0,0,6,1,0,4,1,0,3,9,0,0,1,9,1,1,1,0,1,1,0,3,3,1,5,0,0,0,7,3,1,1,0,1,1,0,0,7,0,0,3,1,0,1,0,0,2,12,5,0,0,2,1,1,6,0,1,0,0,3,3,3,0,0,1,1,2,1,204.423579853206,209.150663398422,239.497390382442,169.581838650252,206.973428246236,210.710702148704
"2",1547,1,12,48,27,21602,13.9638009049774,14,184,0.118939883645766,0,0,1547,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,2,2,1,0,1,1,1,1,0,0,2,0,1,3,1,1,0,2,0,1,0,1,1,0,0,1,1,0,1,1,0,1,3,1,1,1,1,0,0,1,4,2,0,0,1,1,1,0,0,0,1,0,2,1,1,1,0,1,1,1,1,146.686741050444,129.228479833201,177.237129292933,183.94564414522,148.828760661372,137.648102057384
"5",1673,1,10,38,23,19920,11.9067543335326,12,292,0.174536760310819,0,0,1673,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,1,1,2,1,0,0,0,0,174.839926790193,179.058649609562,121.288911282112,204.821873831874,165.481116747501,175.051421016797
"3",1350,1,22,38,23,16162,11.9718518518519,12,421,0.311851851851852,0,0,1350,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,173.355126835061,168.555628799515,108.295890965447,196.017856329468,171.040930773894,178.986032974643
"4",1689,1,12,33,21,20222,11.9727649496744,12,499,0.295441089402013,0,0,1689,1,1,1,1,1,1,1,0,0,0,3,1,0,3,1,0,1,2,1,1,1,2,1,1,0,0,1,1,0,1,0,1,2,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,3,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,159.58383376771,162.197410583523,192.828939736752,77.3175271203108,158.959114240109,163.177817119852
"3",3508,1,12,66,25,41958,11.960661345496,12,518,0.147662485746864,0,0,3508,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,6,0,0,6,3,0,0,0,2,0,0,3,4,0,0,0,0,0,1,0,0,0,7,1,1,2,1,0,1,2,12,0,0,0,2,1,1,0,0,0,2,0,0,2,2,4,0,0,0,0,0,221.189963605947,215.88422823356,187.773800089363,249.435362368691,213.724121240444,206.608325098482
"1",1900,1,12,36,23,26558,13.9778947368421,14,402,0.211578947368421,0,0,1900,1,0,0,0,1,1,1,1,1,1,3,1,1,3,1,2,0,0,1,1,0,0,1,0,0,2,1,1,3,1,0,1,2,1,1,0,0,1,1,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0,0,101.311401135312,106.465957000348,163.438061662515,159.395733945423,104.06248123123,101.97058399362
"2",5578,1,12,113,23,77835,13.9539261384009,14,418,0.0749372534958767,0,0,5578,1,1,1,1,1,1,4,1,1,1,13,1,1,13,1,11,3,9,1,1,1,9,1,1,4,12,0,1,12,4,3,0,12,1,1,0,10,6,0,0,0,1,1,1,1,7,1,13,4,1,3,1,0,0,4,32,12,0,0,4,1,1,7,0,1,2,0,8,4,4,9,0,1,1,1,1,181.435939107995,177.876361554873,215.668727450226,216.356187801505,179.54943608934,175.456547327251
"3",3371,1,13,71,27,40265,11.944526846633,12,454,0.13467813705132,0,0,3371,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,6,0,0,2,0,0,0,0,0,2,5,0,0,5,3,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2,8,0,0,0,2,0,0,0,1,0,1,1,0,1,2,3,1,0,0,0,0,221.395573578154,219.979544503574,188.986772023864,251.318522994227,216.219795578481,210.142808585019
"2",1765,1,12,45,28,24451,13.8532577903683,14,427,0.241926345609065,0,0,1765,1,1,0,0,1,1,1,1,1,1,2,1,1,2,1,2,0,2,1,1,1,2,1,0,0,2,0,1,2,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,2,0,3,1,0,1,0,0,1,1,3,2,0,0,1,1,1,2,0,1,1,0,0,1,1,2,0,0,1,1,1,148.20931144837,134.495353079577,175.390991786922,183.81784461798,144.329484167304,138.065201988046
"2",1395,1,12,44,25,19475,13.9605734767025,14,234,0.167741935483871,0,0,1395,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,3,0,1,1,3,1,1,1,2,0,1,3,1,1,0,2,0,1,0,1,1,0,0,0,1,1,1,1,1,1,3,1,1,1,1,0,0,1,3,2,0,0,1,1,1,1,0,1,1,0,2,1,1,3,0,1,1,1,1,131.605471010897,106.099010362962,163.144108076265,165.133279504769,127.698864521185,121.827747249959
