"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5"
"1",267,1,49,83,43,7660,28.689138576779,29,31,0.116104868913858,0,0,267,1,3,3,3,6,6,3,3,3,3,3,1,3,2,1,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,31.859064644148,31.41655614481,34.8711915483254,34.3656805548792,38.1444622455213
"1",248,1,49,93,46,7099,28.625,29,22,0.0887096774193548,0,0,248,1,2,2,2,3,3,3,2,2,2,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28.5306852353742,37.1752605908822,39.8120584747888,43.4281015012169,44.2944691807002
"1",237,1,49,72,42,6801,28.6962025316456,29,32,0.135021097046413,0,0,237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.8997991959775,30.3973683071413,35.1994318135961,37.4699879903904,39.5474398665704
"1",236,1,51,60,40,6784,28.7457627118644,29,62,0.26271186440678,0,0,236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.8148877222268,28.3548937575157,34.3947670438397,37.9473319220206,38.6522961801754
"1",238,1,49,70,44,6832,28.7058823529412,29,43,0.180672268907563,0,0,238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.473389188611,30.0166620396073,34.7275107083707,37.7756535350482,38.9486841883009
"1",244,1,51,76,45,7000,28.6885245901639,29,45,0.184426229508197,0,0,244,1,2,2,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,26,34.0587727318528,37.589892258425,41.545156155682,41.3037528561268
"1",228,1,51,74,43,6538,28.6754385964912,29,38,0.166666666666667,0,0,228,1,2,2,2,3,2,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,22.1810730128188,32.3728281124773,34.423828956117,39.446165846632,38.1051177665153
"2",223,1,49,66,42,6401,28.7040358744395,29,44,0.197309417040359,0,0,223,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.8276609256791,23.259406699226,28.49561369755,28.6530975637888,34.5976877840124
"2",216,1,49,62,40,6202,28.712962962963,29,50,0.231481481481481,0,0,216,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.3419232575925,22.4499443206436,27.1845544381364,28.3901391331568,33.166247903554
"2",203,1,25,69,43,5818,28.6600985221675,29,19,0.0935960591133005,0,0,203,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.3049516849971,20,28.4780617317963,31.2089730686545,33.3766385365573
