"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3"
"2",59,1,28,44,40,2021,34.2542372881356,35,20,0.338983050847458,0,0,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,40.4722126896961,24.0831891575846,22.9782505861521
"3",71,1,68,68,51,2405,33.8732394366197,35,8,0.112676056338028,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,43.1624837098145,29.6816441593117,30.7733651068582
"2",65,1,7,64,50,2208,33.9692307692308,35,11,0.169230769230769,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,49.0306026885251,45.8039299623951,47.8957200593122
"2",64,1,22,52,46,2188,34.1875,35,14,0.21875,0,0,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,0,1,49.5075751779463,48.0936586256442,49.1222963632605
"2",59,1,17,50,43,2013,34.1186440677966,35,14,0.23728813559322,0,0,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,36.7967389859482,29.6310647800581,30.7571129984594
"2",62,1,6,62,53,2091,33.7258064516129,35,9,0.145161290322581,0,0,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,44.2944691807002,44.0227214061103,44.9666543118342
"2",64,1,6,52,45,2188,34.1875,35,14,0.21875,0,0,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,44.0227214061103,31.2089730686545,31.1448230047949
"3",41,1,28,45,41,1390,33.9024390243902,35,15,0.365853658536585,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,39.3700393700591,28.1780056072107,0
"3",61,1,6,59,52,2064,33.8360655737705,35,10,0.163934426229508,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,39.5094925302768,34.1027858099599,34.5976877840124
"2",58,1,28,55,49,1969,33.948275862069,35,11,0.189655172413793,0,0,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,47.8539444560216,42.4499705535822,42.4028300942284
"2",65,1,16,68,51,2176,33.4769230769231,35,5,0.0769230769230769,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,43.3358973600409,43.0116263352131,48.7647413609464
"1",38,1,19,46,44,1272,33.4736842105263,35,9,0.236842105263158,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43.7949768809164,52.9150262212918,52.9716905525961
"3",59,1,7,60,52,2005,33.9830508474576,35,15,0.254237288135593,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,42.3083916026124,40.9633982965281,38.5746030439718
"2",59,1,67,69,54,1969,33.3728813559322,35,6,0.101694915254237,0,0,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,49.2239778969559,45.2437841034545,50.3090449124211
"2",58,1,6,60,51,1948,33.5862068965517,35,10,0.172413793103448,0,0,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,0,50.8428952755446,42.9068759058499,46.7011777153425
"2",49,1,12,53,46,1653,33.734693877551,35,14,0.285714285714286,0,0,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,39.4208066888541,33.166247903554,39.1152144312159
"1",48,1,1,37,37,1643,34.2291666666667,35,25,0.520833333333333,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,39.5979797464467,39.3700393700591
"1",40,1,77,46,42,1332,33.3,35,4,0.1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,33.1058907144937,46.1519230368573,45.9347363114234
"3",57,1,7,62,55,1917,33.6315789473684,35,10,0.175438596491228,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,44.3170396123207,35.4118624192515,33.9116499156263
"2",66,1,14,51,45,2259,34.2272727272727,35,11,0.166666666666667,0,0,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,47.4657771452233,36.2077339804633,42.6262829718942
"2",64,1,10,51,46,2183,34.109375,35,18,0.28125,0,0,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,2,2,0,0,0,0,1,1,0,1,1,37.5499667110372,38.2361085886103,37.841775856849
"2",60,1,57,70,56,2013,33.55,35,13,0.216666666666667,0,0,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,47.8016736108685,43.8520238985614,49.829710013204
