"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3"
"2",65,1,16,68,51,2176,33.4769230769231,35,5,0.0769230769230769,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,42.7551166528639,45.6289381861993,48.7647413609464
"1",45,1,77,45,43,1507,33.4888888888889,35,7,0.155555555555556,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,37.2692903071684,53.4696175411794,45.3762052181537
"2",65,1,22,58,48,2215,34.0769230769231,35,16,0.246153846153846,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,2,1,0,0,1,1,1,0,0,0,0,0,0,45.8257569495584,41.4004830889689,43.9545219516718
"2",58,1,6,60,51,1948,33.5862068965517,35,10,0.172413793103448,0,0,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,50.3090449124211,35.0856095856977,46.7011777153425
"1",48,1,1,37,37,1643,34.2291666666667,35,25,0.520833333333333,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,14.8996644257513,48.5798312059645,39.3700393700591
"2",54,1,6,61,53,1810,33.5185185185185,35,5,0.0925925925925926,0,0,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,51.8459255872629,42.9883705204094,50.5371150739731
"2",63,1,82,63,53,2132,33.8412698412698,35,11,0.174603174603175,0,0,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,2,2,1,0,0,1,1,1,0,0,1,1,1,1,43.6692111217961,47.4447046571058,45.9891291502677
"3",39,1,28,48,44,1317,33.7692307692308,35,17,0.435897435897436,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,48.7749935930288,37.1887079635741,39.2045915678253
"2",65,1,22,53,47,2213,34.0461538461538,35,11,0.169230769230769,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,48.155996511338,38.1182371050918,46.2925479964108
"2",60,1,28,56,50,2044,34.0666666666667,35,10,0.166666666666667,0,0,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,38.5875627631495,46.1194102304008,43.6004587131833
