"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6"
"1",1945,1,22,52,28,27095,13.9305912596401,14,300,0.154241645244216,0,0,1945,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,1,0,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,125.063983624383,133.697419571209,176.198751414418,176.915233939873,143.006992836015,132.845775243325
"1",1900,1,12,36,23,26558,13.9778947368421,14,402,0.211578947368421,0,0,1900,1,0,0,0,1,1,1,1,1,1,1,3,1,1,2,3,0,0,0,1,1,0,1,0,1,1,0,1,1,3,2,0,1,0,1,1,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,2,1,2,1,0,0,0,0,1,0,0,0,1,2,92.1249151967045,106.465957000348,163.438061662515,159.395733945423,111.71839597846,101.97058399362
"1",1869,1,10,37,27,26106,13.9678972712681,14,555,0.296950240770466,0,0,1869,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,94.7628619238571,128.210763978693,166.231765917348,160.524141486569,113.789278932595,118.764472802265
"1",1881,1,16,38,24,26122,13.8872939925572,14,536,0.284954811270601,0,0,1881,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,89.3867999203462,116.223921806141,154.832167200488,158.726179315197,121.210560596014,114.956513517069
"1",1840,1,16,51,30,25709,13.9722826086957,14,566,0.307608695652174,0,0,1840,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,112.977873939989,130.353365894403,167.979165374757,159.474135833997,129.174300849666,129.123971438304
"1",1684,1,22,33,23,23543,13.9804038004751,14,543,0.322446555819477,0,0,1684,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,2,1,1,1,0,1,0,2,0,1,0,0,0,0,1,1,71.5122367151245,113.507708989302,156.2209973083,156.096124231193,115.412304370028,105.815877825589
"1",1695,1,16,34,25,23688,13.9752212389381,14,474,0.279646017699115,0,0,1695,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,79.1959594928933,125.043992258725,162.729837460744,160.393266691592,118.490505948789,111.637807216014
"1",1507,1,10,39,27,21048,13.9668214996682,14,401,0.266091572660916,0,0,1507,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,2,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,95.7914401186244,133.281656652369,163.428883616085,162.277540035582,125.920609909578,126.368508735365
"2",3868,1,12,77,30,54037,13.9702688728025,14,522,0.134953464322647,0,0,3868,1,1,1,1,1,2,1,1,1,1,1,6,1,2,6,6,1,0,1,1,0,0,3,0,1,0,0,1,2,7,6,3,2,6,0,1,6,2,6,0,0,0,0,1,1,1,0,1,0,1,0,2,1,1,2,11,1,1,1,0,5,0,6,1,6,0,2,5,1,2,4,1,0,1,1,8,181.229136730273,178.286286629118,219.346757441272,221.327811176092,185.978493380283,166.105388232893
"2",1765,1,12,45,28,24451,13.8532577903683,14,427,0.241926345609065,0,0,1765,1,1,0,0,1,1,1,1,1,1,1,2,1,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,1,2,2,1,0,2,0,1,2,1,2,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,3,0,0,0,0,2,0,3,1,2,0,1,2,1,1,2,0,0,0,1,1,144.509515257647,134.495353079577,175.390991786922,183.81784461798,148.832120189158,138.065201988046
