"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8"
"1",32,1,3,3,3,39,1.21875,2,9,0.28125,1,0.03125,31,0.96875,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3166247903554,12.8452325786651,11.0453610171873,13.3790881602597,16.6733320005331,11.5325625946708,16.3707055437449,17.4355957741627
"6",30,1,1,6,5,66,2.2,3,9,0.3,0,0,30,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1655250605964,16.4924225024706,16.4620776331543,17.4355957741627,14.1067359796659,7.21110255092798,18.6815416922694,19.7737199332852
"6",31,1,1,6,5,68,2.19354838709677,3,8,0.258064516129032,0,0,31,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9582607431014,16.5227116418583,15.6843871413581,17.058722109232,15.0332963783729,6.2449979983984,18.1107702762748,19.4422220952236
"7",85,1,1,10,6,146,1.71764705882353,3,4,0.0470588235294118,0,0,85,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,1,1,1,0,0,2,0,0,2,0,0,1,2,1,1,2,0,1,0,0,0,0,0,0,16.6433169770932,17.6918060129541,16.1245154965971,17.1172427686237,20.3469899493758,17.9164728671689,4.47213595499958,18.8148877222268
"7",86,1,1,9,6,153,1.77906976744186,5,0,0,1,0.0116279069767442,85,0.988372093023256,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,2,1,1,0,2,0,0,0,0,0,0,16.3707055437449,17.832554500127,16.8226038412607,17.2626765016321,20.7605394920267,17.9443584449264,7.41619848709566,19.1049731745428
"1",30,1,3,3,3,38,1.26666666666667,2,9,0.3,0,0,30,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91607978309962,12.6095202129185,12.5698050899765,13.8202749610853,16.4924225024706,12.4498995979887,16.5529453572468,18
"7",85,1,1,10,6,146,1.71764705882353,3,6,0.0705882352941176,2,0.0235294117647059,83,0.976470588235294,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,1,1,1,0,0,1,0,0,1,0,0,2,2,2,1,1,0,3,0,0,0,0,0,0,16.5529453572468,17.606816861659,15.9687194226713,17.0293863659264,19.7737199332852,17.832554500127,5.74456264653803,18.5741756210067
"2",40,1,3,3,3,49,1.225,2,10,0.25,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6095202129185,3.3166247903554,13.4164078649987,11.7046999107196,11.7473401244707,16.4620776331543,17.832554500127,16.3095064303001
"3",64,1,2,5,5,82,1.28125,2,12,0.1875,1,0.015625,63,0.984375,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.8743420870379,13.228756555323,4.24264068711928,12.9228479833201,17.1464281994822,15.9059737205869,16.4924225024706,16.7332005306815
"6",34,1,1,6,5,77,2.26470588235294,3,14,0.411764705882353,1,0.0294117647058824,33,0.970588235294118,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2249721603218,16.3707055437449,15.7797338380595,17.3205080756888,14.1774468787578,4,18.6815416922694,19.8746069143518
