"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5"
"1",237,1,51,94,45,6779,28.6033755274262,29,24,0.10126582278481,0,0,237,1,1,1,1,1,2,1,1,1,1,3,1,3,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,29.2916370317536,38.8329756778952,41.0121933088198,44.2718872423573,44.0794736810684
"3",233,1,13,122,41,6635,28.4763948497854,29,30,0.128755364806867,0,0,233,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,5,5,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37.2692903071684,34.0440890610984,26.2488094968134,27.2213151776324,24.6170672501823
"3",226,1,13,122,43,6432,28.4601769911504,29,23,0.101769911504425,0,0,226,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,8,10,10,8,8,10,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35.0713558335004,31.7490157327751,28.2488937836511,30.1662062579967,27.258026340878
"3",234,1,13,95,42,6691,28.5940170940171,29,31,0.132478632478632,0,0,234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34.2344855372474,34.2052627529741,28.1780056072107,27.3861278752583,27.1108834234519
"1",245,1,49,83,45,7022,28.6612244897959,29,39,0.159183673469388,0,0,245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.2388589282479,34.7131099154196,37.4299345444258,40.1870625948202,41.0609303352956
"3",206,1,14,79,42,5895,28.6165048543689,29,31,0.150485436893204,0,0,206,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36.9459064038223,29.1376045686669,25.475478405714,26.7020598456374,26.4952825989835
"2",199,1,49,76,45,5695,28.6180904522613,29,27,0.135678391959799,0,0,199,1,2,2,2,3,2,2,2,2,4,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,32.7719392163479,24.5356882927706,32.8024389337135,34.3802268753422,35.6791255498225
"3",197,1,13,106,43,5607,28.4619289340102,29,22,0.111675126903553,0,0,197,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,7,7,4,4,7,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37.8285606387555,31.4801524773944,27.0739727413618,31.859064644148,29.7993288515027
"5",205,1,14,101,38,5844,28.5073170731707,29,31,0.151219512195122,0,0,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1575680566778,33.6749164809655,25.4558441227157,26.3058928759318,20.4694894904587
"2",216,1,49,65,41,6199,28.6990740740741,29,50,0.231481481481481,0,0,216,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.5296461204668,0,29.9332590941915,30.9515750810843,32.9696830436691
