"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3"
"1",45,1,77,45,43,1507,33.4888888888889,35,7,0.155555555555556,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,39.1535439009038,45.3762052181537,45.3762052181537
"2",49,1,28,44,40,1671,34.1020408163265,35,16,0.326530612244898,0,0,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,36.1801050302511,34.5108678534748,34.9428104193123
"2",64,1,79,58,48,2146,33.53125,35,9,0.140625,0,0,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,43.9886348958455,33.4215499341368,34.7706773014274
"2",56,1,28,60,50,1863,33.2678571428571,35,7,0.125,0,0,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,0,50.029991005396,41.097445176069,45.0222167379617
"2",50,1,28,47,43,1703,34.06,35,16,0.32,0,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,45.2769256906871,24.2899156029822,35.8050275799363
"2",80,1,8,53,44,2736,34.2,35,20,0.25,0,0,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,1,39.9874980462644,40.5832477754061,42.4617474911243
"2",65,1,10,57,50,2215,34.0769230769231,35,13,0.2,0,0,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,46.8187996428785,36.4965751817893,41.641325627314
"2",68,1,2,61,50,2292,33.7058823529412,35,18,0.264705882352941,0,0,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,42.731721238443,43.977266854592,49.7795138586146
"2",55,1,12,52,46,1867,33.9454545454545,35,14,0.254545454545455,0,0,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,1,43.8178046004133,42.8485705712571,44.226688774992
"2",66,1,12,58,48,2246,34.030303030303,35,14,0.212121212121212,0,0,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,46.9254728266003,49.0917508345343,50.438080851674
